sender_age_group,sender_state,transaction_type,merchant_category,total_transactions,total_value,avg_transaction_value,fraud_count
36-45,karnataka,recharge,utilities,40,113935,2848.38,0
36-45,maharashtra,bill payment,education,41,321603,7843.98,0
36-45,maharashtra,bill payment,entertainment,105,36567,348.26,0
36-45,maharashtra,bill payment,food,210,110360,525.52,0
36-45,maharashtra,bill payment,fuel,141,260648,1848.57,1
36-45,maharashtra,bill payment,grocery,264,338732,1283.08,1
36-45,maharashtra,bill payment,healthcare,69,46849,678.97,0
36-45,maharashtra,bill payment,other,140,123160,879.71,0
36-45,maharashtra,bill payment,shopping,166,307354,1851.53,0
36-45,maharashtra,bill payment,transport,109,31174,286.0,0
36-45,maharashtra,bill payment,utilities,120,321931,2682.76,0
36-45,maharashtra,p2m,education,104,747059,7183.26,0
36-45,maharashtra,p2m,entertainment,275,100887,366.86,0
36-45,maharashtra,p2m,food,487,245396,503.89,0
36-45,maharashtra,p2m,fuel,345,574413,1664.97,0
36-45,maharashtra,p2m,grocery,670,893129,1333.03,2
36-45,maharashtra,p2m,healthcare,186,122458,658.38,0
36-45,maharashtra,p2m,other,323,260096,805.25,0
36-45,maharashtra,p2m,shopping,393,945691,2406.34,2
36-45,maharashtra,p2m,transport,252,80890,320.99,0
36-45,maharashtra,p2m,utilities,309,818266,2648.11,0
36-45,maharashtra,p2p,education,135,906708,6716.36,0
36-45,maharashtra,p2p,entertainment,379,130055,343.15,1
36-45,maharashtra,p2p,food,627,306196,488.35,2
36-45,maharashtra,p2p,fuel,446,765011,1715.27,0
36-45,maharashtra,p2p,grocery,876,1157737,1321.62,0
36-45,maharashtra,p2p,healthcare,221,126614,572.91,0
36-45,maharashtra,p2p,other,448,345386,770.95,2
36-45,maharashtra,p2p,shopping,473,1132940,2395.22,0
36-45,maharashtra,p2p,transport,319,89000,279.0,0
36-45,maharashtra,p2p,utilities,387,1087537,2810.17,0
36-45,maharashtra,recharge,education,14,81221,5801.5,0
36-45,maharashtra,recharge,entertainment,32,12328,385.25,0
36-45,maharashtra,recharge,food,65,27725,426.54,0
36-45,maharashtra,recharge,fuel,47,86856,1848.0,0
36-45,maharashtra,recharge,grocery,84,108931,1296.8,0
36-45,maharashtra,recharge,healthcare,24,14325,596.88,0
36-45,maharashtra,recharge,other,53,36258,684.11,1
36-45,maharashtra,recharge,shopping,54,140941,2610.02,0
36-45,maharashtra,recharge,transport,36,11650,323.61,0
36-45,maharashtra,recharge,utilities,43,136049,3163.93,0
36-45,rajasthan,bill payment,education,21,159298,7585.62,1
36-45,rajasthan,bill payment,entertainment,62,26109,421.11,0
36-45,rajasthan,bill payment,food,117,54785,468.25,0
36-45,rajasthan,bill payment,fuel,86,163987,1906.83,0
36-45,rajasthan,bill payment,grocery,148,210011,1418.99,0
36-45,rajasthan,bill payment,healthcare,43,26167,608.53,0
36-45,rajasthan,bill payment,other,90,72832,809.24,0
36-45,rajasthan,bill payment,shopping,118,265190,2247.37,0
36-45,rajasthan,bill payment,transport,57,19440,341.05,0
36-45,rajasthan,bill payment,utilities,74,233628,3157.14,0
36-45,rajasthan,p2m,education,57,365009,6403.67,0
36-45,rajasthan,p2m,entertainment,137,56244,410.54,0
36-45,rajasthan,p2m,food,280,125752,449.11,1
36-45,rajasthan,p2m,fuel,198,375211,1895.01,0
36-45,rajasthan,p2m,grocery,342,448402,1311.12,0
36-45,rajasthan,p2m,healthcare,93,56444,606.92,0
36-45,rajasthan,p2m,other,182,140290,770.82,0
36-45,rajasthan,p2m,shopping,218,574580,2635.69,3
36-45,rajasthan,p2m,transport,146,42756,292.85,1
36-45,rajasthan,p2m,utilities,166,431466,2599.19,1
36-45,rajasthan,p2p,education,79,548467,6942.62,0
36-45,rajasthan,p2p,entertainment,186,65567,352.51,0
36-45,rajasthan,p2p,food,337,171557,509.07,2
36-45,rajasthan,p2p,fuel,221,396067,1792.16,0
36-45,rajasthan,p2p,grocery,424,565710,1334.22,2
36-45,rajasthan,p2p,healthcare,133,85416,642.23,0
36-45,rajasthan,p2p,other,240,194555,810.65,0
36-45,rajasthan,p2p,shopping,268,599821,2238.14,0
36-45,rajasthan,p2p,transport,166,53653,323.21,1
36-45,rajasthan,p2p,utilities,215,639421,2974.05,0
36-45,rajasthan,recharge,education,10,106852,10685.2,0
36-45,rajasthan,recharge,entertainment,24,8871,369.62,0
36-45,rajasthan,recharge,food,40,15974,399.35,0
36-45,rajasthan,recharge,fuel,32,57187,1787.09,0
36-45,rajasthan,recharge,grocery,55,63432,1153.31,0
36-45,rajasthan,recharge,healthcare,10,6802,680.2,1
36-45,rajasthan,recharge,other,22,22786,1035.73,0
36-45,rajasthan,recharge,shopping,17,52187,3069.82,0
36-45,rajasthan,recharge,transport,18,8202,455.67,0
36-45,rajasthan,recharge,utilities,26,57837,2224.5,0
36-45,tamil nadu,bill payment,education,25,152957,6118.28,0
36-45,tamil nadu,bill payment,entertainment,84,28152,335.14,0
36-45,tamil nadu,bill payment,food,147,76476,520.24,0
36-45,tamil nadu,bill payment,fuel,99,172027,1737.65,1
36-45,tamil nadu,bill payment,grocery,190,247205,1301.08,0
36-45,tamil nadu,bill payment,healthcare,49,31511,643.08,0
36-45,tamil nadu,bill payment,other,88,73213,831.97,0
36-45,tamil nadu,bill payment,shopping,123,265474,2158.33,0
36-45,tamil nadu,bill payment,transport,83,29510,355.54,0
36-45,tamil nadu,bill payment,utilities,72,203146,2821.47,0
36-45,tamil nadu,p2m,education,63,388022,6159.08,0
36-45,tamil nadu,p2m,entertainment,186,60552,325.55,0
36-45,tamil nadu,p2m,food,313,169868,542.71,1
36-45,tamil nadu,p2m,fuel,220,389581,1770.82,1
36-45,tamil nadu,p2m,grocery,448,630557,1407.49,1
36-45,tamil nadu,p2m,healthcare,126,85929,681.98,0
36-45,tamil nadu,p2m,other,249,212568,853.69,1
36-45,tamil nadu,p2m,shopping,272,625439,2299.41,0
36-45,tamil nadu,p2m,transport,165,56094,339.96,0
36-45,tamil nadu,p2m,utilities,198,551305,2784.37,0
36-45,tamil nadu,p2p,education,92,675909,7346.84,0
36-45,tamil nadu,p2p,entertainment,237,85990,362.83,0
36-45,tamil nadu,p2p,food,452,216673,479.37,0
36-45,tamil nadu,p2p,fuel,283,488021,1724.46,2
36-45,tamil nadu,p2p,grocery,569,723066,1270.77,1
36-45,tamil nadu,p2p,healthcare,157,89972,573.07,0
36-45,tamil nadu,p2p,other,301,239417,795.41,0
36-45,tamil nadu,p2p,shopping,309,752509,2435.3,0
36-45,tamil nadu,p2p,transport,212,64711,305.24,1
36-45,tamil nadu,p2p,utilities,257,688634,2679.51,0
36-45,tamil nadu,recharge,education,9,57312,6368.0,0
36-45,tamil nadu,recharge,entertainment,30,10663,355.43,0
36-45,tamil nadu,recharge,food,40,20811,520.28,0
36-45,tamil nadu,recharge,fuel,32,47107,1472.09,1
36-45,tamil nadu,recharge,grocery,60,59339,988.98,0
36-45,tamil nadu,recharge,healthcare,19,8216,432.42,0
36-45,tamil nadu,recharge,other,40,34533,863.32,0
36-45,tamil nadu,recharge,shopping,28,48725,1740.18,0
36-45,tamil nadu,recharge,transport,27,7127,263.96,0
36-45,tamil nadu,recharge,utilities,29,131747,4543.0,0
36-45,telangana,bill payment,education,17,76916,4524.47,0
36-45,telangana,bill payment,entertainment,63,21835,346.59,0
36-45,telangana,bill payment,food,126,53054,421.06,0
36-45,telangana,bill payment,fuel,81,151780,1873.83,0
36-45,telangana,bill payment,grocery,155,200682,1294.72,0
36-45,telangana,bill payment,healthcare,41,25801,629.29,0
36-45,telangana,bill payment,other,94,87742,933.43,0
36-45,telangana,bill payment,shopping,100,236309,2363.09,1
36-45,telangana,bill payment,transport,56,16107,287.62,0
36-45,telangana,bill payment,utilities,78,216321,2773.35,0
36-45,telangana,p2m,education,60,418779,6979.65,0
36-45,telangana,p2m,entertainment,157,55880,355.92,0
36-45,telangana,p2m,food,281,140065,498.45,0
36-45,telangana,p2m,fuel,215,370897,1725.1,0
36-45,telangana,p2m,grocery,377,560051,1485.55,2
36-45,telangana,p2m,healthcare,94,59925,637.5,0
36-45,telangana,p2m,other,197,144550,733.76,1
36-45,telangana,p2m,shopping,255,578558,2268.85,0
36-45,telangana,p2m,transport,159,50675,318.71,1
36-45,telangana,p2m,utilities,181,528913,2922.17,0
36-45,telangana,p2p,education,92,621582,6756.33,0
36-45,telangana,p2p,entertainment,201,69892,347.72,0
36-45,telangana,p2p,food,397,222496,560.44,0
36-45,telangana,p2p,fuel,235,432819,1841.78,2
36-45,telangana,p2p,grocery,528,703268,1331.95,1
36-45,telangana,p2p,healthcare,123,81891,665.78,0
36-45,telangana,p2p,other,266,218112,819.97,2
36-45,telangana,p2p,shopping,299,680583,2276.2,0
36-45,telangana,p2p,transport,180,53447,296.93,0
36-45,telangana,p2p,utilities,204,558839,2739.41,0
36-45,telangana,recharge,education,8,68289,8536.12,0
36-45,telangana,recharge,entertainment,23,8345,362.83,0
36-45,telangana,recharge,food,40,25528,638.2,0
36-45,telangana,recharge,fuel,35,66089,1888.26,0
36-45,telangana,recharge,grocery,48,62877,1309.94,0
36-45,telangana,recharge,healthcare,12,8049,670.75,1
36-45,telangana,recharge,other,22,16534,751.55,0
36-45,telangana,recharge,shopping,36,103485,2874.58,0
36-45,telangana,recharge,transport,18,6019,334.39,0
36-45,telangana,recharge,utilities,18,38894,2160.78,0
36-45,uttar pradesh,bill payment,education,41,271307,6617.24,0
36-45,uttar pradesh,bill payment,entertainment,80,30525,381.56,0
36-45,uttar pradesh,bill payment,food,194,98891,509.75,3
36-45,uttar pradesh,bill payment,fuel,99,166012,1676.89,0
36-45,uttar pradesh,bill payment,grocery,239,342330,1432.34,0
36-45,uttar pradesh,bill payment,healthcare,57,37560,658.95,0
36-45,uttar pradesh,bill payment,other,109,88151,808.72,0
36-45,uttar pradesh,bill payment,shopping,149,352294,2364.39,0
36-45,uttar pradesh,bill payment,transport,105,30920,294.48,0
36-45,uttar pradesh,bill payment,utilities,104,338542,3255.21,0
36-45,uttar pradesh,p2m,education,86,636671,7403.15,1
36-45,uttar pradesh,p2m,entertainment,192,71064,370.12,1
36-45,uttar pradesh,p2m,food,358,187838,524.69,1
36-45,uttar pradesh,p2m,fuel,281,495838,1764.55,2
36-45,uttar pradesh,p2m,grocery,510,676134,1325.75,1
36-45,uttar pradesh,p2m,healthcare,136,81583,599.88,0
36-45,uttar pradesh,p2m,other,265,217839,822.03,0
36-45,uttar pradesh,p2m,shopping,312,644854,2066.84,1
36-45,uttar pradesh,p2m,transport,196,53894,274.97,0
36-45,uttar pradesh,p2m,utilities,225,656736,2918.83,0
36-45,uttar pradesh,p2p,education,111,711899,6413.5,1
36-45,uttar pradesh,p2p,entertainment,281,100238,356.72,1
36-45,uttar pradesh,p2p,food,540,262719,486.52,0
36-45,uttar pradesh,p2p,fuel,363,655226,1805.03,2
36-45,uttar pradesh,p2p,grocery,677,862940,1274.65,1
36-45,uttar pradesh,p2p,healthcare,152,98202,646.07,0
36-45,uttar pradesh,p2p,other,315,268006,850.81,1
36-45,uttar pradesh,p2p,shopping,404,953027,2358.98,0
36-45,uttar pradesh,p2p,transport,263,86945,330.59,1
36-45,uttar pradesh,p2p,utilities,293,809141,2761.57,0
36-45,uttar pradesh,recharge,education,11,83129,7557.18,0
36-45,uttar pradesh,recharge,entertainment,33,11933,361.61,0
36-45,uttar pradesh,recharge,food,57,26757,469.42,1
36-45,uttar pradesh,recharge,fuel,43,92651,2154.67,0
36-45,uttar pradesh,recharge,grocery,70,83328,1190.4,1
36-45,uttar pradesh,recharge,healthcare,19,12483,657.0,0
36-45,uttar pradesh,recharge,other,34,26442,777.71,0
36-45,uttar pradesh,recharge,shopping,50,107753,2155.06,0
36-45,uttar pradesh,recharge,transport,28,7010,250.36,0
36-45,uttar pradesh,recharge,utilities,28,70668,2523.86,0
36-45,west bengal,bill payment,education,25,138640,5545.6,0
36-45,west bengal,bill payment,entertainment,63,23292,369.71,0
36-45,west bengal,bill payment,food,111,60008,540.61,0
36-45,west bengal,bill payment,fuel,75,158873,2118.31,0
36-45,west bengal,bill payment,grocery,136,191592,1408.76,0
36-45,west bengal,bill payment,healthcare,42,25405,604.88,0
36-45,west bengal,bill payment,other,77,56724,736.68,0
36-45,west bengal,bill payment,shopping,84,165836,1974.24,0
36-45,west bengal,bill payment,transport,56,17129,305.88,0
36-45,west bengal,bill payment,utilities,66,208525,3159.47,0
36-45,west bengal,p2m,education,66,514560,7796.36,0
36-45,west bengal,p2m,entertainment,123,46139,375.11,0
36-45,west bengal,p2m,food,269,132277,491.74,2
36-45,west bengal,p2m,fuel,188,343554,1827.41,0
36-45,west bengal,p2m,grocery,371,480103,1294.08,1
36-45,west bengal,p2m,healthcare,74,45065,608.99,0
36-45,west bengal,p2m,other,163,137482,843.45,0
36-45,west bengal,p2m,shopping,210,457629,2179.19,0
36-45,west bengal,p2m,transport,130,42079,323.68,0
36-45,west bengal,p2m,utilities,173,455107,2630.68,0
36-45,west bengal,p2p,education,61,350023,5738.08,1
36-45,west bengal,p2p,entertainment,216,78911,365.33,0
36-45,west bengal,p2p,food,317,147812,466.28,0
36-45,west bengal,p2p,fuel,212,381525,1799.65,0
36-45,west bengal,p2p,grocery,437,580031,1327.3,2
36-45,west bengal,p2p,healthcare,105,66405,632.43,0
36-45,west bengal,p2p,other,208,144705,695.7,0
36-45,west bengal,p2p,shopping,272,585098,2151.1,0
36-45,west bengal,p2p,transport,174,52866,303.83,0
36-45,west bengal,p2p,utilities,220,589082,2677.65,0
36-45,west bengal,recharge,education,11,46053,4186.64,0
36-45,west bengal,recharge,entertainment,23,7562,328.78,0
36-45,west bengal,recharge,food,46,21688,471.48,0
36-45,west bengal,recharge,fuel,25,41571,1662.84,0
36-45,west bengal,recharge,grocery,64,83111,1298.61,0
36-45,west bengal,recharge,healthcare,14,8279,591.36,0
36-45,west bengal,recharge,other,24,17706,737.75,0
36-45,west bengal,recharge,shopping,25,58903,2356.12,1
36-45,west bengal,recharge,transport,27,7696,285.04,0
36-45,west bengal,recharge,utilities,19,54634,2875.47,0
46-55,andhra pradesh,bill payment,education,11,84806,7709.64,0
46-55,andhra pradesh,bill payment,entertainment,13,3415,262.69,0
46-55,andhra pradesh,bill payment,food,40,16821,420.52,0
46-55,andhra pradesh,bill payment,fuel,25,37940,1517.6,0
46-55,andhra pradesh,bill payment,grocery,61,74714,1224.82,0
46-55,andhra pradesh,bill payment,healthcare,13,13456,1035.08,0
46-55,andhra pradesh,bill payment,other,31,26162,843.94,0
46-55,andhra pradesh,bill payment,shopping,39,86827,2226.33,0
46-55,andhra pradesh,bill payment,transport,31,7793,251.39,0
46-55,andhra pradesh,bill payment,utilities,30,73789,2459.63,0
46-55,andhra pradesh,p2m,education,23,101433,4410.13,0
46-55,andhra pradesh,p2m,entertainment,59,18394,311.76,0
46-55,andhra pradesh,p2m,food,108,46564,431.15,0
46-55,andhra pradesh,p2m,fuel,56,90452,1615.21,1
46-55,andhra pradesh,p2m,grocery,152,180213,1185.61,1
46-55,andhra pradesh,p2m,healthcare,39,24712,633.64,0
46-55,andhra pradesh,p2m,other,66,45977,696.62,0
46-55,andhra pradesh,p2m,shopping,76,152904,2011.89,0
46-55,andhra pradesh,p2m,transport,65,17367,267.18,0
46-55,andhra pradesh,p2m,utilities,74,243862,3295.43,0
46-55,andhra pradesh,p2p,education,26,134481,5172.35,0
46-55,andhra pradesh,p2p,entertainment,70,21169,302.41,0
46-55,andhra pradesh,p2p,food,133,67128,504.72,0
46-55,andhra pradesh,p2p,fuel,107,184922,1728.24,0
46-55,andhra pradesh,p2p,grocery,189,252796,1337.54,0
46-55,andhra pradesh,p2p,healthcare,42,32232,767.43,0
46-55,andhra pradesh,p2p,other,77,60614,787.19,1
46-55,andhra pradesh,p2p,shopping,98,175232,1788.08,0
46-55,andhra pradesh,p2p,transport,83,34890,420.36,0
46-55,andhra pradesh,p2p,utilities,71,192354,2709.21,0
46-55,andhra pradesh,recharge,education,4,12545,3136.25,0
46-55,andhra pradesh,recharge,entertainment,10,3430,343.0,0
46-55,andhra pradesh,recharge,food,14,8695,621.07,0
46-55,andhra pradesh,recharge,fuel,8,16680,2085.0,0
46-55,andhra pradesh,recharge,grocery,18,20874,1159.67,0
46-55,andhra pradesh,recharge,healthcare,6,4517,752.83,0
46-55,andhra pradesh,recharge,other,6,2693,448.83,0
46-55,andhra pradesh,recharge,shopping,9,28126,3125.11,0
46-55,andhra pradesh,recharge,transport,5,1889,377.8,0
46-55,andhra pradesh,recharge,utilities,10,31546,3154.6,0
46-55,delhi,bill payment,education,17,104682,6157.76,0
46-55,delhi,bill payment,entertainment,26,7268,279.54,0
46-55,delhi,bill payment,food,55,29333,533.33,0
46-55,delhi,bill payment,fuel,42,72085,1716.31,0
46-55,delhi,bill payment,grocery,59,76648,1299.12,0
46-55,delhi,bill payment,healthcare,13,9325,717.31,0
46-55,delhi,bill payment,other,29,25439,877.21,0
46-55,delhi,bill payment,shopping,52,83356,1603.0,0
46-55,delhi,bill payment,transport,24,9692,403.83,0
46-55,delhi,bill payment,utilities,24,85035,3543.12,0
46-55,delhi,p2m,education,17,107670,6333.53,0
46-55,delhi,p2m,entertainment,70,23389,334.13,0
46-55,delhi,p2m,food,115,49914,434.03,0
46-55,delhi,p2m,fuel,78,109800,1407.69,0
46-55,delhi,p2m,grocery,157,210982,1343.83,0
46-55,delhi,p2m,healthcare,51,37201,729.43,0
46-55,delhi,p2m,other,93,79877,858.89,0
46-55,delhi,p2m,shopping,95,196921,2072.85,0
46-55,delhi,p2m,transport,66,20875,316.29,0
46-55,delhi,p2m,utilities,68,235021,3456.19,0
46-55,delhi,p2p,education,39,199369,5112.03,0
46-55,delhi,p2p,entertainment,100,32145,321.45,0
46-55,delhi,p2p,food,185,83279,450.16,0
46-55,delhi,p2p,fuel,99,175705,1774.8,0
46-55,delhi,p2p,grocery,225,270190,1200.84,0
46-55,delhi,p2p,healthcare,44,44635,1014.43,0
46-55,delhi,p2p,other,95,78139,822.52,0
46-55,delhi,p2p,shopping,151,291586,1931.03,0
46-55,delhi,p2p,transport,110,30526,277.51,0
46-55,delhi,p2p,utilities,115,317810,2763.57,1
46-55,delhi,recharge,education,2,16881,8440.5,0
46-55,delhi,recharge,entertainment,14,3757,268.36,0
46-55,delhi,recharge,food,21,13755,655.0,0
46-55,delhi,recharge,fuel,9,15774,1752.67,0
46-55,delhi,recharge,grocery,24,33259,1385.79,0
46-55,delhi,recharge,healthcare,5,2215,443.0,0
46-55,delhi,recharge,other,7,5012,716.0,0
46-55,delhi,recharge,shopping,11,13347,1213.36,0
46-55,delhi,recharge,transport,15,3529,235.27,0
46-55,delhi,recharge,utilities,6,17854,2975.67,0
46-55,gujarat,bill payment,education,6,34110,5685.0,0
46-55,gujarat,bill payment,entertainment,19,5952,313.26,0
46-55,gujarat,bill payment,food,47,25482,542.17,0
46-55,gujarat,bill payment,fuel,28,56567,2020.25,0
46-55,gujarat,bill payment,grocery,75,98168,1308.91,0
46-55,gujarat,bill payment,healthcare,16,10614,663.38,0
46-55,gujarat,bill payment,other,39,24394,625.49,0
46-55,gujarat,bill payment,shopping,38,62841,1653.71,0
46-55,gujarat,bill payment,transport,24,8633,359.71,0
46-55,gujarat,bill payment,utilities,31,91638,2956.06,0
46-55,gujarat,p2m,education,26,135345,5205.58,0
46-55,gujarat,p2m,entertainment,45,12907,286.82,0
46-55,gujarat,p2m,food,102,45066,441.82,0
46-55,gujarat,p2m,fuel,80,139901,1748.76,0
46-55,gujarat,p2m,grocery,155,186777,1205.01,0
46-55,gujarat,p2m,healthcare,33,27536,834.42,0
46-55,gujarat,p2m,other,77,54833,712.12,0
46-55,gujarat,p2m,shopping,86,191995,2232.5,1
46-55,gujarat,p2m,transport,56,19100,341.07,0
46-55,gujarat,p2m,utilities,66,195219,2957.86,0
46-55,gujarat,p2p,education,23,105292,4577.91,0
46-55,gujarat,p2p,entertainment,77,20346,264.23,0
46-55,gujarat,p2p,food,128,53614,418.86,0
46-55,gujarat,p2p,fuel,69,111241,1612.19,0
46-55,gujarat,p2p,grocery,168,204796,1219.02,0
46-55,gujarat,p2p,healthcare,44,41275,938.07,0
46-55,gujarat,p2p,other,105,85688,816.08,0
46-55,gujarat,p2p,shopping,122,232410,1905.0,0
46-55,gujarat,p2p,transport,69,15482,224.38,1
46-55,gujarat,p2p,utilities,79,211485,2677.03,0
46-55,gujarat,recharge,entertainment,10,3105,310.5,0
46-55,gujarat,recharge,food,18,9506,528.11,0
46-55,gujarat,recharge,fuel,10,14321,1432.1,0
46-55,gujarat,recharge,grocery,20,20063,1003.15,0
46-55,gujarat,recharge,healthcare,4,1577,394.25,0
46-55,gujarat,recharge,other,7,4702,671.71,0
46-55,gujarat,recharge,shopping,13,17708,1362.15,0
46-55,gujarat,recharge,transport,4,1186,296.5,0
46-55,gujarat,recharge,utilities,13,52792,4060.92,0
46-55,karnataka,bill payment,education,16,79206,4950.38,0
46-55,karnataka,bill payment,entertainment,36,8988,249.67,0
46-55,karnataka,bill payment,food,68,33072,486.35,0
46-55,karnataka,bill payment,fuel,35,55051,1572.89,0
46-55,karnataka,bill payment,grocery,93,112298,1207.51,0
46-55,karnataka,bill payment,healthcare,23,15889,690.83,0
46-55,karnataka,bill payment,other,45,38750,861.11,1
46-55,karnataka,bill payment,shopping,42,67815,1614.64,0
46-55,karnataka,bill payment,transport,40,10955,273.88,0
46-55,karnataka,bill payment,utilities,37,119583,3231.97,0
46-55,karnataka,p2m,education,35,198215,5663.29,0
46-55,karnataka,p2m,entertainment,86,23178,269.51,0
46-55,karnataka,p2m,food,178,96115,539.97,0
46-55,karnataka,p2m,fuel,102,171167,1678.11,0
46-55,karnataka,p2m,grocery,199,236748,1189.69,0
46-55,karnataka,p2m,healthcare,36,30021,833.92,0
46-55,karnataka,p2m,other,99,69669,703.73,1
46-55,karnataka,p2m,shopping,115,282429,2455.9,0
46-55,karnataka,p2m,transport,68,18391,270.46,0
46-55,karnataka,p2m,utilities,116,337128,2906.28,0
46-55,karnataka,p2p,education,50,343829,6876.58,0
46-55,karnataka,p2p,entertainment,126,39352,312.32,0
46-55,karnataka,p2p,food,194,82680,426.19,1
46-55,karnataka,p2p,fuel,117,184696,1578.6,0
46-55,karnataka,p2p,grocery,273,332156,1216.69,0
46-55,karnataka,p2p,healthcare,76,61321,806.86,0
46-55,karnataka,p2p,other,126,85133,675.66,0
46-55,karnataka,p2p,shopping,153,284910,1862.16,0
46-55,karnataka,p2p,transport,100,25093,250.93,0
46-55,karnataka,p2p,utilities,113,374791,3316.73,0
46-55,karnataka,recharge,education,2,5238,2619.0,0
46-55,karnataka,recharge,entertainment,10,1623,162.3,0
46-55,karnataka,recharge,food,24,14956,623.17,0
46-55,karnataka,recharge,fuel,19,28985,1525.53,0
46-55,karnataka,recharge,grocery,35,37787,1079.63,0
46-55,karnataka,recharge,healthcare,6,4154,692.33,0
46-55,karnataka,recharge,other,11,12327,1120.64,0
46-55,karnataka,recharge,shopping,21,36968,1760.38,0
46-55,karnataka,recharge,transport,11,2869,260.82,0
46-55,karnataka,recharge,utilities,13,57451,4419.31,1
46-55,maharashtra,bill payment,education,16,71922,4495.12,0
46-55,maharashtra,bill payment,entertainment,43,12523,291.23,1
46-55,maharashtra,bill payment,food,73,27169,372.18,0
46-55,maharashtra,bill payment,fuel,64,103296,1614.0,0
46-55,maharashtra,bill payment,grocery,111,167468,1508.72,1
46-55,maharashtra,bill payment,healthcare,23,21644,941.04,0
46-55,maharashtra,bill payment,other,49,38259,780.8,0
46-55,maharashtra,bill payment,shopping,72,144753,2010.46,0
46-55,maharashtra,bill payment,transport,45,11600,257.78,0
46-55,maharashtra,bill payment,utilities,40,112261,2806.52,0
46-55,maharashtra,p2m,education,46,238643,5187.89,0
46-55,maharashtra,p2m,entertainment,104,36265,348.7,0
46-55,maharashtra,p2m,food,206,95998,466.01,0
46-55,maharashtra,p2m,fuel,128,178468,1394.28,0
46-55,maharashtra,p2m,grocery,268,361012,1347.06,0
46-55,maharashtra,p2m,healthcare,67,55272,824.96,0
46-55,maharashtra,p2m,other,136,103479,760.88,0
46-55,maharashtra,p2m,shopping,137,291281,2126.14,0
46-55,maharashtra,p2m,transport,127,34290,270.0,0
46-55,maharashtra,p2m,utilities,126,333258,2644.9,0
46-55,maharashtra,p2p,education,55,341961,6217.47,0
46-55,maharashtra,p2p,entertainment,137,38007,277.42,0
46-55,maharashtra,p2p,food,249,124111,498.44,1
46-55,maharashtra,p2p,fuel,170,295426,1737.8,1
46-55,maharashtra,p2p,grocery,323,367449,1137.61,0
46-55,maharashtra,p2p,healthcare,80,59162,739.52,0
46-55,maharashtra,p2p,other,186,130410,701.13,0
46-55,maharashtra,p2p,shopping,212,409520,1931.7,0
46-55,maharashtra,p2p,transport,122,35845,293.81,0
46-55,maharashtra,p2p,utilities,145,443564,3059.06,0
46-55,maharashtra,recharge,education,5,12689,2537.8,0
46-55,maharashtra,recharge,entertainment,10,3744,374.4,0
46-55,maharashtra,recharge,food,29,15635,539.14,0
46-55,maharashtra,recharge,fuel,20,30877,1543.85,0
46-55,maharashtra,recharge,grocery,25,24823,992.92,0
46-55,maharashtra,recharge,healthcare,9,6948,772.0,0
46-55,maharashtra,recharge,other,14,7620,544.29,0
46-55,maharashtra,recharge,shopping,19,43281,2277.95,0
46-55,maharashtra,recharge,transport,17,3749,220.53,0
46-55,maharashtra,recharge,utilities,11,43921,3992.82,0
46-55,rajasthan,bill payment,education,12,81527,6793.92,0
46-55,rajasthan,bill payment,entertainment,15,4936,329.07,0
46-55,rajasthan,bill payment,food,38,22689,597.08,0
46-55,rajasthan,bill payment,fuel,39,79655,2042.44,0
46-55,rajasthan,bill payment,grocery,59,84272,1428.34,0
46-55,rajasthan,bill payment,healthcare,20,14638,731.9,0
46-55,rajasthan,bill payment,other,29,21926,756.07,0
46-55,rajasthan,bill payment,shopping,32,42402,1325.06,0
46-55,rajasthan,bill payment,transport,22,5893,267.86,0
46-55,rajasthan,bill payment,utilities,28,116497,4160.61,0
46-55,rajasthan,p2m,education,13,99661,7666.23,0
46-55,rajasthan,p2m,entertainment,66,22895,346.89,0
46-55,rajasthan,p2m,food,87,36786,422.83,0
46-55,rajasthan,p2m,fuel,75,124420,1658.93,0
46-55,rajasthan,p2m,grocery,145,216742,1494.77,0
46-55,rajasthan,p2m,healthcare,35,26570,759.14,0
46-55,rajasthan,p2m,other,70,47454,677.91,1
46-55,rajasthan,p2m,shopping,88,164328,1867.36,0
46-55,rajasthan,p2m,transport,67,18284,272.9,1
46-55,rajasthan,p2m,utilities,63,189758,3012.03,0
46-55,rajasthan,p2p,education,35,211998,6057.09,0
46-55,rajasthan,p2p,entertainment,67,20081,299.72,0
46-55,rajasthan,p2p,food,138,63084,457.13,0
46-55,rajasthan,p2p,fuel,83,145382,1751.59,0
46-55,rajasthan,p2p,grocery,173,208495,1205.17,2
46-55,rajasthan,p2p,healthcare,37,21280,575.14,0
46-55,rajasthan,p2p,other,86,65916,766.47,0
46-55,rajasthan,p2p,shopping,116,217420,1874.31,0
46-55,rajasthan,p2p,transport,74,19477,263.2,0
46-55,rajasthan,p2p,utilities,66,205952,3120.48,0
46-55,rajasthan,recharge,education,2,4030,2015.0,0
46-55,rajasthan,recharge,entertainment,11,2977,270.64,0
46-55,rajasthan,recharge,food,13,3386,260.46,0
46-55,rajasthan,recharge,fuel,12,11821,985.08,0
46-55,rajasthan,recharge,grocery,20,22385,1119.25,0
46-55,rajasthan,recharge,healthcare,7,2465,352.14,0
46-55,rajasthan,recharge,other,15,11847,789.8,0
46-55,rajasthan,recharge,shopping,11,18609,1691.73,1
46-55,rajasthan,recharge,transport,15,3909,260.6,0
