sender_bank,device_type,network_type,is_peak_hour,day_of_week,total_transactions,failed_transactions,failure_rate,avg_amount
kotak,web,4g,1,thursday,43,4,9.30232558139535,1111.5813953488373
kotak,web,4g,1,tuesday,48,2,4.166666666666666,1642.4791666666667
kotak,web,4g,1,wednesday,39,0,0.0,1350.2820512820513
kotak,web,5g,0,friday,21,3,14.285714285714285,1613.2380952380952
kotak,web,5g,0,monday,23,2,8.695652173913043,1481.1304347826087
kotak,web,5g,0,saturday,23,1,4.3478260869565215,843.2608695652174
kotak,web,5g,0,sunday,18,0,0.0,1669.1666666666667
kotak,web,5g,0,thursday,20,6,30.0,1176.55
kotak,web,5g,0,tuesday,12,0,0.0,290.5
kotak,web,5g,0,wednesday,17,1,5.88235294117647,1413.5882352941176
kotak,web,5g,1,friday,12,0,0.0,968.9166666666666
kotak,web,5g,1,monday,19,0,0.0,1070.7894736842106
kotak,web,5g,1,saturday,17,0,0.0,1166.8235294117646
kotak,web,5g,1,sunday,15,2,13.333333333333334,694.5333333333333
kotak,web,5g,1,thursday,17,0,0.0,1085.9411764705883
kotak,web,5g,1,tuesday,12,2,16.666666666666664,2015.0
kotak,web,5g,1,wednesday,17,1,5.88235294117647,862.8823529411765
kotak,web,wifi,0,friday,13,2,15.384615384615385,971.6153846153846
kotak,web,wifi,0,monday,4,1,25.0,2206.25
kotak,web,wifi,0,saturday,13,0,0.0,1222.076923076923
kotak,web,wifi,0,sunday,9,0,0.0,2209.0
kotak,web,wifi,0,thursday,6,0,0.0,948.1666666666666
kotak,web,wifi,0,tuesday,11,0,0.0,607.5454545454545
kotak,web,wifi,0,wednesday,7,1,14.285714285714285,1789.4285714285713
kotak,web,wifi,1,friday,7,0,0.0,730.0
kotak,web,wifi,1,monday,9,0,0.0,1056.7777777777778
kotak,web,wifi,1,saturday,4,0,0.0,3727.5
kotak,web,wifi,1,sunday,3,0,0.0,3310.3333333333335
kotak,web,wifi,1,thursday,7,0,0.0,1653.5714285714287
kotak,web,wifi,1,tuesday,13,0,0.0,981.7692307692307
kotak,web,wifi,1,wednesday,7,2,28.57142857142857,725.0
pnb,android,3g,0,friday,72,2,2.7777777777777777,1156.1805555555557
pnb,android,3g,0,monday,81,5,6.172839506172839,1341.4197530864199
pnb,android,3g,0,saturday,85,4,4.705882352941177,1153.870588235294
pnb,android,3g,0,sunday,75,3,4.0,1266.8
pnb,android,3g,0,thursday,67,5,7.462686567164178,1918.2388059701493
pnb,android,3g,0,tuesday,82,5,6.097560975609756,1015.3536585365854
pnb,android,3g,0,wednesday,66,0,0.0,1163.6060606060605
pnb,android,3g,1,friday,61,1,1.639344262295082,955.9344262295082
pnb,android,3g,1,monday,65,3,4.615384615384616,1209.246153846154
pnb,android,3g,1,saturday,63,0,0.0,1180.984126984127
pnb,android,3g,1,sunday,67,3,4.477611940298507,1410.3731343283582
pnb,android,3g,1,thursday,55,2,3.6363636363636362,1514.6909090909091
pnb,android,3g,1,tuesday,53,4,7.547169811320755,1137.622641509434
pnb,android,3g,1,wednesday,71,4,5.633802816901409,946.4788732394367
pnb,android,4g,0,friday,876,37,4.223744292237443,1386.9155251141553
pnb,android,4g,0,monday,888,48,5.405405405405405,1301.3355855855855
pnb,android,4g,0,saturday,834,43,5.155875299760192,1256.3369304556354
pnb,android,4g,0,sunday,914,53,5.798687089715536,1321.5098468271335
pnb,android,4g,0,thursday,862,44,5.104408352668213,1330.4953596287703
pnb,android,4g,0,tuesday,795,42,5.283018867924529,1409.9245283018868
pnb,android,4g,0,wednesday,915,45,4.918032786885246,1346.9704918032787
pnb,android,4g,1,friday,749,30,4.005340453938585,1349.3684913217623
pnb,android,4g,1,monday,733,39,5.320600272851296,1288.6903137789905
pnb,android,4g,1,saturday,728,40,5.4945054945054945,1222.5494505494505
pnb,android,4g,1,sunday,770,39,5.0649350649350655,1228.2883116883118
pnb,android,4g,1,thursday,743,37,4.979811574697174,1303.6056527590847
pnb,android,4g,1,tuesday,767,34,4.432855280312908,1291.5775749674056
pnb,android,4g,1,wednesday,715,31,4.335664335664335,1211.095104895105
pnb,android,5g,0,friday,363,18,4.958677685950414,1230.6997245179064
pnb,android,5g,0,monday,381,16,4.199475065616798,1216.6404199475066
pnb,android,5g,0,saturday,363,21,5.785123966942149,1194.6473829201102
pnb,android,5g,0,sunday,362,16,4.41988950276243,1283.121546961326
pnb,android,5g,0,thursday,332,17,5.120481927710843,1227.605421686747
pnb,android,5g,0,tuesday,363,18,4.958677685950414,1285.7300275482094
pnb,android,5g,0,wednesday,352,13,3.6931818181818183,1293.1193181818182
pnb,android,5g,1,friday,308,18,5.844155844155844,1349.4610389610389
pnb,android,5g,1,monday,310,12,3.870967741935484,1307.683870967742
pnb,android,5g,1,saturday,295,12,4.067796610169491,1434.722033898305
pnb,android,5g,1,sunday,302,19,6.291390728476822,1313.3079470198675
pnb,android,5g,1,thursday,318,18,5.660377358490567,1273.3962264150944
pnb,android,5g,1,tuesday,303,10,3.3003300330033,1319.069306930693
pnb,android,5g,1,wednesday,303,18,5.9405940594059405,1358.996699669967
pnb,android,wifi,0,friday,134,5,3.731343283582089,1220.1194029850747
pnb,android,wifi,0,monday,151,11,7.28476821192053,1336.728476821192
pnb,android,wifi,0,saturday,143,5,3.4965034965034967,1116.5874125874127
pnb,android,wifi,0,sunday,150,4,2.666666666666667,1277.7866666666666
pnb,android,wifi,0,thursday,142,3,2.112676056338028,1358.1549295774648
pnb,android,wifi,0,tuesday,157,8,5.095541401273886,1112.5222929936306
pnb,android,wifi,0,wednesday,154,7,4.545454545454546,1184.8506493506493
pnb,android,wifi,1,friday,119,6,5.042016806722689,1247.7563025210084
pnb,android,wifi,1,monday,123,5,4.0650406504065035,1412.4959349593496
pnb,android,wifi,1,saturday,133,8,6.015037593984962,1240.7744360902257
pnb,android,wifi,1,sunday,115,2,1.7391304347826086,1183.4173913043478
pnb,android,wifi,1,thursday,130,6,4.615384615384616,1303.176923076923
pnb,android,wifi,1,tuesday,114,4,3.508771929824561,1255.3070175438597
pnb,android,wifi,1,wednesday,136,2,1.4705882352941175,1732.125
pnb,ios,3g,0,friday,18,0,0.0,995.2222222222222
pnb,ios,3g,0,monday,13,3,23.076923076923077,1673.0
pnb,ios,3g,0,saturday,21,0,0.0,1691.5714285714287
pnb,ios,3g,0,sunday,16,1,6.25,1196.4375
pnb,ios,3g,0,thursday,17,1,5.88235294117647,1247.1764705882354
pnb,ios,3g,0,tuesday,18,1,5.555555555555555,2638.1111111111113
pnb,ios,3g,0,wednesday,20,1,5.0,1340.7
pnb,ios,3g,1,friday,10,0,0.0,1270.3
pnb,ios,3g,1,monday,12,1,8.333333333333332,1800.3333333333333
pnb,ios,3g,1,saturday,18,1,5.555555555555555,1905.2222222222222
pnb,ios,3g,1,sunday,13,0,0.0,802.6923076923077
pnb,ios,3g,1,thursday,18,1,5.555555555555555,1604.5
pnb,ios,3g,1,tuesday,15,0,0.0,1923.7333333333333
pnb,ios,3g,1,wednesday,14,1,7.142857142857142,866.0714285714286
pnb,ios,4g,0,friday,222,11,4.954954954954955,1644.126126126126
pnb,ios,4g,0,monday,228,10,4.385964912280701,1351.1754385964912
pnb,ios,4g,0,saturday,210,12,5.714285714285714,1174.5285714285715
pnb,ios,4g,0,sunday,254,14,5.511811023622047,1384.1141732283465
pnb,ios,4g,0,thursday,225,12,5.333333333333334,1301.2088888888889
pnb,ios,4g,0,tuesday,225,7,3.111111111111111,1318.1066666666666
pnb,ios,4g,0,wednesday,234,12,5.128205128205128,1430.3974358974358
pnb,ios,4g,1,friday,209,8,3.827751196172249,1191.1913875598086
pnb,ios,4g,1,monday,209,14,6.698564593301436,1268.33014354067
pnb,ios,4g,1,saturday,224,12,5.357142857142857,1263.2455357142858
pnb,ios,4g,1,sunday,195,9,4.615384615384616,1273.2717948717948
pnb,ios,4g,1,thursday,166,9,5.421686746987952,1180.8915662650602
pnb,ios,4g,1,tuesday,186,14,7.526881720430108,1268.4569892473119
pnb,ios,4g,1,wednesday,211,17,8.056872037914692,1264.1563981042655
pnb,ios,5g,0,friday,92,6,6.521739130434782,1302.0217391304348
pnb,ios,5g,0,monday,104,5,4.807692307692308,1657.6442307692307
pnb,ios,5g,0,saturday,92,3,3.260869565217391,1204.7717391304348
pnb,ios,5g,0,sunday,83,2,2.4096385542168677,1542.7228915662652
pnb,ios,5g,0,thursday,98,9,9.183673469387756,1308.3265306122448
pnb,ios,5g,0,tuesday,84,2,2.380952380952381,1724.1190476190477
pnb,ios,5g,0,wednesday,86,10,11.627906976744185,1113.2441860465117
pnb,ios,5g,1,friday,77,4,5.194805194805195,1170.6363636363637
pnb,ios,5g,1,monday,76,6,7.894736842105263,1685.0131578947369
pnb,ios,5g,1,saturday,65,2,3.076923076923077,1114.323076923077
pnb,ios,5g,1,sunday,78,3,3.8461538461538463,1095.0641025641025
pnb,ios,5g,1,thursday,79,4,5.063291139240507,1250.113924050633
pnb,ios,5g,1,tuesday,78,5,6.41025641025641,1343.3589743589744
pnb,ios,5g,1,wednesday,62,1,1.6129032258064515,1233.6774193548388
pnb,ios,wifi,0,friday,42,1,2.380952380952381,1174.7142857142858
pnb,ios,wifi,0,monday,46,0,0.0,1239.7173913043478
pnb,ios,wifi,0,saturday,37,1,2.7027027027027026,1065.4594594594594
pnb,ios,wifi,0,sunday,37,1,2.7027027027027026,1583.7027027027027
pnb,ios,wifi,0,thursday,44,2,4.545454545454546,1209.0681818181818
pnb,ios,wifi,0,tuesday,48,1,2.083333333333333,1109.375
pnb,ios,wifi,0,wednesday,47,2,4.25531914893617,1054.787234042553
pnb,ios,wifi,1,friday,22,0,0.0,852.8636363636364
pnb,ios,wifi,1,monday,29,2,6.896551724137931,1739.551724137931
pnb,ios,wifi,1,saturday,29,0,0.0,1303.896551724138
pnb,ios,wifi,1,sunday,33,2,6.0606060606060606,1091.7575757575758
pnb,ios,wifi,1,thursday,27,1,3.7037037037037033,1396.851851851852
pnb,ios,wifi,1,tuesday,26,2,7.6923076923076925,1425.0
pnb,ios,wifi,1,wednesday,33,0,0.0,1720.121212121212
pnb,web,3g,0,friday,3,0,0.0,873.0
pnb,web,3g,0,monday,3,0,0.0,1234.3333333333333
pnb,web,3g,0,saturday,7,0,0.0,622.2857142857143
pnb,web,3g,0,thursday,8,0,0.0,560.25
pnb,web,3g,0,tuesday,7,1,14.285714285714285,2042.7142857142858
pnb,web,3g,0,wednesday,9,0,0.0,716.4444444444445
pnb,web,3g,1,friday,5,2,40.0,258.6
pnb,web,3g,1,monday,1,0,0.0,2607.0
pnb,web,3g,1,saturday,7,1,14.285714285714285,390.0
pnb,web,3g,1,sunday,1,0,0.0,1837.0
pnb,web,3g,1,thursday,6,1,16.666666666666664,982.8333333333334
pnb,web,3g,1,tuesday,3,0,0.0,342.6666666666667
pnb,web,3g,1,wednesday,2,0,0.0,1946.0
pnb,web,4g,0,friday,57,4,7.017543859649122,1137.140350877193
pnb,web,4g,0,monday,64,3,4.6875,1388.078125
pnb,web,4g,0,saturday,61,3,4.918032786885246,1072.7704918032787
pnb,web,4g,0,sunday,65,2,3.076923076923077,1027.123076923077
pnb,web,4g,0,thursday,55,4,7.2727272727272725,1323.0363636363636
pnb,web,4g,0,tuesday,45,4,8.88888888888889,1046.4666666666667
pnb,web,4g,0,wednesday,49,2,4.081632653061225,1873.1632653061224
pnb,web,4g,1,friday,42,2,4.761904761904762,1205.6666666666667
pnb,web,4g,1,monday,45,3,6.666666666666667,1277.5555555555557
pnb,web,4g,1,saturday,56,1,1.7857142857142856,1547.7857142857142
pnb,web,4g,1,sunday,54,1,1.8518518518518516,1152.5185185185185
pnb,web,4g,1,thursday,51,5,9.803921568627452,1430.7450980392157
pnb,web,4g,1,tuesday,48,4,8.333333333333332,1335.6458333333333
pnb,web,4g,1,wednesday,47,3,6.382978723404255,1035.7659574468084
pnb,web,5g,0,friday,16,0,0.0,1282.375
pnb,web,5g,0,monday,27,0,0.0,1326.148148148148
pnb,web,5g,0,saturday,28,1,3.571428571428571,1233.892857142857
pnb,web,5g,0,sunday,21,2,9.523809523809524,1314.857142857143
pnb,web,5g,0,thursday,21,1,4.761904761904762,1715.8095238095239
pnb,web,5g,0,tuesday,25,4,16.0,988.08
pnb,web,5g,0,wednesday,24,0,0.0,2413.0833333333335
pnb,web,5g,1,friday,24,0,0.0,1565.25
pnb,web,5g,1,monday,30,1,3.3333333333333335,1100.6
pnb,web,5g,1,saturday,20,1,5.0,930.7
pnb,web,5g,1,sunday,22,1,4.545454545454546,1113.409090909091
pnb,web,5g,1,thursday,18,1,5.555555555555555,873.7222222222222
pnb,web,5g,1,tuesday,33,0,0.0,977.030303030303
pnb,web,5g,1,wednesday,31,2,6.451612903225806,1602.516129032258
pnb,web,wifi,0,friday,9,0,0.0,1022.0
pnb,web,wifi,0,monday,6,1,16.666666666666664,1399.8333333333333
pnb,web,wifi,0,saturday,13,0,0.0,1116.2307692307693
pnb,web,wifi,0,sunday,7,1,14.285714285714285,3848.0
pnb,web,wifi,0,thursday,10,0,0.0,2318.9
pnb,web,wifi,0,tuesday,14,0,0.0,1144.357142857143
pnb,web,wifi,0,wednesday,5,0,0.0,1072.4
pnb,web,wifi,1,friday,11,0,0.0,1654.8181818181818
pnb,web,wifi,1,monday,5,0,0.0,1586.6
pnb,web,wifi,1,saturday,5,0,0.0,2605.0
pnb,web,wifi,1,sunday,6,1,16.666666666666664,2044.5
pnb,web,wifi,1,thursday,14,2,14.285714285714285,1179.5
pnb,web,wifi,1,tuesday,5,1,20.0,522.4
pnb,web,wifi,1,wednesday,12,1,8.333333333333332,1980.5
sbi,android,3g,0,friday,179,9,5.027932960893855,1313.7877094972066
sbi,android,3g,0,monday,201,9,4.477611940298507,1455.129353233831
sbi,android,3g,0,saturday,167,8,4.790419161676647,1286.0958083832336
sbi,android,3g,0,sunday,174,6,3.4482758620689653,1466.8620689655172
sbi,android,3g,0,thursday,173,8,4.624277456647398,1545.4450867052024
sbi,android,3g,0,tuesday,192,7,3.6458333333333335,1354.203125
sbi,android,3g,0,wednesday,188,12,6.382978723404255,1170.7287234042553
sbi,android,3g,1,friday,158,9,5.69620253164557,1340.5
sbi,android,3g,1,monday,180,9,5.0,1509.5777777777778
sbi,android,3g,1,saturday,141,8,5.673758865248227,1276.9078014184397
sbi,android,3g,1,sunday,144,8,5.555555555555555,1373.7569444444443
sbi,android,3g,1,thursday,171,7,4.093567251461988,1429.1169590643274
sbi,android,3g,1,tuesday,141,16,11.347517730496454,1330.8581560283687
sbi,android,3g,1,wednesday,164,8,4.878048780487805,1420.439024390244
sbi,android,4g,0,friday,2122,102,4.806786050895382,1298.4698397737984
sbi,android,4g,0,monday,2087,103,4.935313847628174,1349.4192620987062
sbi,android,4g,0,saturday,2165,125,5.773672055427252,1257.5422632794457
sbi,android,4g,0,sunday,2141,99,4.624007473143391,1323.6730499766463
sbi,android,4g,0,thursday,2193,118,5.380756953944369,1363.6985864113087
sbi,android,4g,0,tuesday,2268,86,3.7918871252204585,1301.7548500881835
sbi,android,4g,0,wednesday,2251,124,5.508662816525989,1316.7685473123056
sbi,android,4g,1,friday,1894,86,4.540654699049631,1279.9076029567054
sbi,android,4g,1,monday,1880,86,4.574468085106383,1378.3074468085106
sbi,android,4g,1,saturday,1877,103,5.487480021310602,1323.1822056473095
sbi,android,4g,1,sunday,1857,104,5.600430802369413,1355.7512116316639
sbi,android,4g,1,thursday,1807,63,3.4864416159380185,1324.514111787493
sbi,android,4g,1,tuesday,1785,88,4.9299719887955185,1315.52324929972
sbi,android,4g,1,wednesday,1844,90,4.8806941431670285,1346.2337310195228
sbi,android,5g,0,friday,885,38,4.293785310734463,1246.309604519774
sbi,android,5g,0,monday,940,44,4.680851063829787,1285.4531914893616
sbi,android,5g,0,saturday,934,34,3.640256959314775,1450.3340471092076
sbi,android,5g,0,sunday,882,41,4.648526077097506,1359.0
sbi,android,5g,0,thursday,937,54,5.76307363927428,1435.5453575240128
sbi,android,5g,0,tuesday,876,41,4.680365296803653,1264.7899543378996
sbi,android,5g,0,wednesday,932,41,4.399141630901288,1292.854077253219
sbi,android,5g,1,friday,743,34,4.5760430686406455,1289.008075370121
sbi,android,5g,1,monday,816,46,5.637254901960785,1358.3566176470588
sbi,android,5g,1,saturday,782,30,3.8363171355498724,1351.898976982097
sbi,android,5g,1,sunday,770,43,5.584415584415584,1258.6922077922077
sbi,android,5g,1,thursday,764,44,5.7591623036649215,1372.735602094241
sbi,android,5g,1,tuesday,762,37,4.8556430446194225,1325.1535433070867
sbi,android,5g,1,wednesday,774,42,5.426356589147287,1304.4173126614987
sbi,android,wifi,0,friday,371,19,5.121293800539084,1225.6954177897574
sbi,android,wifi,0,monday,392,21,5.357142857142857,1502.9770408163265
sbi,android,wifi,0,saturday,405,24,5.9259259259259265,1184.4543209876542
sbi,android,wifi,0,sunday,385,22,5.714285714285714,1411.3896103896104
sbi,android,wifi,0,thursday,354,20,5.649717514124294,1379.6412429378531
sbi,android,wifi,0,tuesday,353,15,4.2492917847025495,1280.416430594901
sbi,android,wifi,0,wednesday,339,11,3.2448377581120944,1471.3746312684366
sbi,android,wifi,1,friday,326,19,5.828220858895705,1224.5858895705521
sbi,android,wifi,1,monday,318,19,5.9748427672955975,1221.3836477987422
sbi,android,wifi,1,saturday,319,19,5.956112852664576,1345.5579937304076
sbi,android,wifi,1,sunday,313,19,6.070287539936102,1492.3418530351437
sbi,android,wifi,1,thursday,340,19,5.588235294117648,1499.9823529411765
sbi,android,wifi,1,tuesday,311,16,5.144694533762058,1361.2250803858522
sbi,android,wifi,1,wednesday,313,17,5.431309904153355,1272.846645367412
sbi,ios,3g,0,friday,48,1,2.083333333333333,1544.875
sbi,ios,3g,0,monday,47,3,6.382978723404255,948.531914893617
sbi,ios,3g,0,saturday,40,2,5.0,879.3
sbi,ios,3g,0,sunday,49,2,4.081632653061225,1031.204081632653
sbi,ios,3g,0,thursday,40,3,7.5,1636.9
sbi,ios,3g,0,tuesday,51,2,3.9215686274509802,1265.2156862745098
sbi,ios,3g,0,wednesday,42,3,7.142857142857142,1241.1190476190477
sbi,ios,3g,1,friday,40,2,5.0,1189.625
sbi,ios,3g,1,monday,52,4,7.6923076923076925,1249.7307692307693
sbi,ios,3g,1,saturday,43,0,0.0,1268.9767441860465
sbi,ios,3g,1,sunday,37,2,5.405405405405405,1938.5405405405406
sbi,ios,3g,1,thursday,46,2,4.3478260869565215,850.5
sbi,ios,3g,1,tuesday,36,2,5.555555555555555,1260.138888888889
sbi,ios,3g,1,wednesday,49,5,10.204081632653061,1069.1224489795918
sbi,ios,4g,0,friday,553,26,4.701627486437613,1289.9150090415912
sbi,ios,4g,0,monday,647,31,4.7913446676970635,1246.0525502318392
sbi,ios,4g,0,saturday,545,30,5.5045871559633035,1366.1284403669724
sbi,ios,4g,0,sunday,555,23,4.1441441441441444,1287.2306306306307
sbi,ios,4g,0,thursday,595,25,4.201680672268908,1263.5697478991597
sbi,ios,4g,0,tuesday,551,22,3.9927404718693285,1371.4990925589836
sbi,ios,4g,0,wednesday,574,35,6.097560975609756,1237.5017421602788
sbi,ios,4g,1,friday,521,26,4.990403071017274,1242.10556621881
sbi,ios,4g,1,monday,482,16,3.319502074688797,1216.3360995850621
sbi,ios,4g,1,saturday,516,29,5.62015503875969,1363.7306201550387
sbi,ios,4g,1,sunday,467,27,5.781584582441114,1381.546038543897
sbi,ios,4g,1,thursday,480,29,6.041666666666667,1216.9125
sbi,ios,4g,1,tuesday,502,18,3.5856573705179287,1230.9382470119522
sbi,ios,4g,1,wednesday,469,22,4.690831556503198,1244.2622601279318
sbi,ios,5g,0,friday,228,11,4.824561403508771,1493.0394736842106
sbi,ios,5g,0,monday,252,8,3.1746031746031744,1302.9126984126983
sbi,ios,5g,0,saturday,254,19,7.480314960629922,1237.8700787401574
sbi,ios,5g,0,sunday,241,12,4.979253112033195,1240.6597510373444
sbi,ios,5g,0,thursday,213,10,4.694835680751173,1254.5164319248827
sbi,ios,5g,0,tuesday,275,8,2.909090909090909,1441.8072727272727
sbi,ios,5g,0,wednesday,234,13,5.555555555555555,1257.5897435897436
sbi,ios,5g,1,friday,187,5,2.6737967914438503,1219.6631016042782
sbi,ios,5g,1,monday,188,15,7.9787234042553195,1291.0478723404256
sbi,ios,5g,1,saturday,204,15,7.352941176470589,1511.0343137254902
sbi,ios,5g,1,sunday,192,9,4.6875,1088.671875
sbi,ios,5g,1,thursday,218,12,5.5045871559633035,1270.9908256880733
sbi,ios,5g,1,tuesday,190,11,5.7894736842105265,1394.8105263157895
sbi,ios,5g,1,wednesday,212,10,4.716981132075472,1371.4716981132076
sbi,ios,wifi,0,friday,87,1,1.1494252873563218,1365.4137931034484
sbi,ios,wifi,0,monday,102,5,4.901960784313726,1421.3921568627452
sbi,ios,wifi,0,saturday,85,2,2.3529411764705883,1526.7058823529412
sbi,ios,wifi,0,sunday,108,6,5.555555555555555,1653.3148148148148
sbi,ios,wifi,0,thursday,113,6,5.3097345132743365,1095.345132743363
sbi,ios,wifi,0,tuesday,105,4,3.8095238095238098,1091.057142857143
sbi,ios,wifi,0,wednesday,102,4,3.9215686274509802,1212.7941176470588
sbi,ios,wifi,1,friday,77,4,5.194805194805195,1390.7012987012988
sbi,ios,wifi,1,monday,74,1,1.3513513513513513,1338.9864864864865
sbi,ios,wifi,1,saturday,74,5,6.756756756756757,998.2027027027027
sbi,ios,wifi,1,sunday,74,5,6.756756756756757,1313.662162162162
sbi,ios,wifi,1,thursday,64,2,3.125,1161.140625
sbi,ios,wifi,1,tuesday,85,5,5.88235294117647,1552.4117647058824
sbi,ios,wifi,1,wednesday,77,4,5.194805194805195,1209.6363636363637
sbi,web,3g,0,friday,11,1,9.090909090909092,1905.8181818181818
sbi,web,3g,0,monday,6,1,16.666666666666664,4476.166666666667
sbi,web,3g,0,saturday,10,0,0.0,1995.0
sbi,web,3g,0,sunday,12,2,16.666666666666664,1261.0
sbi,web,3g,0,thursday,14,0,0.0,1379.5714285714287
sbi,web,3g,0,tuesday,16,1,6.25,1251.1875
sbi,web,3g,0,wednesday,10,1,10.0,2157.1
sbi,web,3g,1,friday,9,1,11.11111111111111,1140.0
sbi,web,3g,1,monday,9,1,11.11111111111111,639.6666666666666
sbi,web,3g,1,saturday,13,1,7.6923076923076925,2793.3076923076924
sbi,web,3g,1,sunday,8,0,0.0,1083.5
sbi,web,3g,1,thursday,12,0,0.0,2000.9166666666667
sbi,web,3g,1,tuesday,11,3,27.27272727272727,1085.909090909091
sbi,web,3g,1,wednesday,7,1,14.285714285714285,1431.5714285714287
sbi,web,4g,0,friday,140,8,5.714285714285714,1178.692857142857
sbi,web,4g,0,monday,154,10,6.493506493506493,1208.909090909091
sbi,web,4g,0,saturday,148,6,4.054054054054054,1211.5337837837837
sbi,web,4g,0,sunday,153,6,3.9215686274509802,1221.7450980392157
sbi,web,4g,0,thursday,143,9,6.293706293706294,1271.6013986013986
sbi,web,4g,0,tuesday,143,11,7.6923076923076925,1287.1818181818182
sbi,web,4g,0,wednesday,136,8,5.88235294117647,1154.8088235294117
sbi,web,4g,1,friday,134,4,2.9850746268656714,1215.6194029850747
sbi,web,4g,1,monday,121,1,0.8264462809917356,1238.2727272727273
sbi,web,4g,1,saturday,116,5,4.310344827586207,1388.3362068965516
sbi,web,4g,1,sunday,120,6,5.0,1131.5583333333334
sbi,web,4g,1,thursday,106,4,3.7735849056603774,1316.2735849056603
sbi,web,4g,1,tuesday,120,5,4.166666666666666,1373.7666666666667
sbi,web,4g,1,wednesday,123,10,8.130081300813007,1421.5691056910568
sbi,web,5g,0,friday,67,5,7.462686567164178,1746.358208955224
sbi,web,5g,0,monday,60,3,5.0,1138.0666666666666
sbi,web,5g,0,saturday,74,3,4.054054054054054,1039.6891891891892
sbi,web,5g,0,sunday,60,2,3.3333333333333335,1293.8333333333333
sbi,web,5g,0,thursday,57,4,7.017543859649122,1369.842105263158
sbi,web,5g,0,tuesday,66,5,7.575757575757576,935.4848484848485
sbi,web,5g,0,wednesday,61,3,4.918032786885246,1459.032786885246
sbi,web,5g,1,friday,54,6,11.11111111111111,1524.6666666666667
sbi,web,5g,1,monday,51,2,3.9215686274509802,964.3921568627451
sbi,web,5g,1,saturday,47,1,2.127659574468085,1388.6808510638298
sbi,web,5g,1,sunday,42,1,2.380952380952381,1277.095238095238
sbi,web,5g,1,thursday,55,3,5.454545454545454,1203.5636363636363
sbi,web,5g,1,tuesday,53,2,3.7735849056603774,1331.0377358490566
sbi,web,5g,1,wednesday,42,1,2.380952380952381,1455.2619047619048
sbi,web,wifi,0,friday,28,1,3.571428571428571,1629.607142857143
sbi,web,wifi,0,monday,20,3,15.0,2008.15
sbi,web,wifi,0,saturday,23,1,4.3478260869565215,1095.391304347826
sbi,web,wifi,0,sunday,20,2,10.0,1607.9
sbi,web,wifi,0,thursday,26,0,0.0,1164.6923076923076
sbi,web,wifi,0,tuesday,36,1,2.7777777777777777,1521.111111111111
sbi,web,wifi,0,wednesday,26,1,3.8461538461538463,732.8461538461538
sbi,web,wifi,1,friday,13,0,0.0,1879.4615384615386
sbi,web,wifi,1,monday,25,1,4.0,2383.68
sbi,web,wifi,1,saturday,24,0,0.0,1455.75
sbi,web,wifi,1,sunday,19,2,10.526315789473683,1424.7894736842106
sbi,web,wifi,1,thursday,31,1,3.225806451612903,968.8064516129032
sbi,web,wifi,1,tuesday,18,1,5.555555555555555,1557.6666666666667
sbi,web,wifi,1,wednesday,18,0,0.0,969.7222222222222
yes bank,android,3g,0,friday,77,3,3.896103896103896,1109.0
yes bank,android,3g,0,monday,75,7,9.333333333333334,1210.88
yes bank,android,3g,0,saturday,73,5,6.8493150684931505,1618.4246575342465
yes bank,android,3g,0,sunday,81,5,6.172839506172839,1063.8765432098764
yes bank,android,3g,0,thursday,70,2,2.857142857142857,1833.8142857142857
yes bank,android,3g,0,tuesday,60,3,5.0,1654.8333333333333
yes bank,android,3g,0,wednesday,73,5,6.8493150684931505,1634.0821917808219
yes bank,android,3g,1,friday,45,0,0.0,1626.888888888889
yes bank,android,3g,1,monday,56,6,10.714285714285714,1019.4821428571429
yes bank,android,3g,1,saturday,61,4,6.557377049180328,1857.5245901639344
yes bank,android,3g,1,sunday,62,8,12.903225806451612,1479.6935483870968
yes bank,android,3g,1,thursday,55,1,1.8181818181818181,1462.3090909090909
yes bank,android,3g,1,tuesday,74,5,6.756756756756757,1410.527027027027
yes bank,android,3g,1,wednesday,56,6,10.714285714285714,1287.125
yes bank,android,4g,0,friday,872,56,6.422018348623854,1350.3256880733945
yes bank,android,4g,0,monday,885,51,5.762711864406779,1281.4915254237287
yes bank,android,4g,0,saturday,846,42,4.964539007092199,1270.5732860520095
yes bank,android,4g,0,sunday,909,40,4.400440044004401,1277.0363036303631
yes bank,android,4g,0,thursday,821,42,5.115712545676005,1355.462850182704
yes bank,android,4g,0,tuesday,935,52,5.561497326203209,1327.496256684492
yes bank,android,4g,0,wednesday,883,45,5.096262740656852,1298.268403171008
yes bank,android,4g,1,friday,727,36,4.951856946354883,1246.1856946354883
yes bank,android,4g,1,monday,757,40,5.284015852047556,1255.9405548216644
yes bank,android,4g,1,saturday,706,31,4.390934844192635,1295.3640226628895
yes bank,android,4g,1,sunday,734,35,4.768392370572207,1347.057220708447
yes bank,android,4g,1,thursday,702,39,5.555555555555555,1175.2150997150998
yes bank,android,4g,1,tuesday,770,49,6.363636363636363,1335.868831168831
yes bank,android,4g,1,wednesday,728,28,3.8461538461538463,1268.9271978021977
yes bank,android,5g,0,friday,357,14,3.9215686274509802,1243.078431372549
yes bank,android,5g,0,monday,352,7,1.9886363636363635,1238.1051136363637
yes bank,android,5g,0,saturday,376,16,4.25531914893617,1255.659574468085
