sender_state,hour_of_day,device_type,network_type,amount_category,total_transactions,fraud_transactions,fraud_rate,avg_fraud_amount
maharashtra,11,web,3g,Medium (500-2K),3,0,0.0,0.0
maharashtra,11,web,3g,High (2K-10K),2,0,0.0,0.0
maharashtra,11,web,4g,Small (<500),35,0,0.0,0.0
maharashtra,11,web,4g,Medium (500-2K),29,0,0.0,0.0
maharashtra,11,web,4g,High (2K-10K),13,0,0.0,0.0
maharashtra,11,web,4g,Very High (>10K),1,0,0.0,0.0
maharashtra,11,web,5g,Small (<500),26,0,0.0,0.0
maharashtra,11,web,5g,Medium (500-2K),12,0,0.0,0.0
maharashtra,11,web,5g,High (2K-10K),9,0,0.0,0.0
maharashtra,11,web,wifi,Small (<500),9,1,11.11111111111111,319.0
maharashtra,11,web,wifi,Medium (500-2K),8,0,0.0,0.0
maharashtra,11,web,wifi,High (2K-10K),2,0,0.0,0.0
maharashtra,12,android,3g,Small (<500),43,0,0.0,0.0
maharashtra,12,android,3g,Medium (500-2K),41,0,0.0,0.0
maharashtra,12,android,3g,High (2K-10K),13,0,0.0,0.0
maharashtra,12,android,4g,Small (<500),504,0,0.0,0.0
maharashtra,12,android,4g,Medium (500-2K),444,0,0.0,0.0
maharashtra,12,android,4g,High (2K-10K),213,0,0.0,0.0
maharashtra,12,android,4g,Very High (>10K),18,0,0.0,0.0
maharashtra,12,android,5g,Small (<500),217,1,0.4608294930875576,241.0
maharashtra,12,android,5g,Medium (500-2K),197,0,0.0,0.0
maharashtra,12,android,5g,High (2K-10K),92,0,0.0,0.0
maharashtra,12,android,5g,Very High (>10K),8,0,0.0,0.0
maharashtra,12,android,wifi,Small (<500),81,0,0.0,0.0
maharashtra,12,android,wifi,Medium (500-2K),69,0,0.0,0.0
maharashtra,12,android,wifi,High (2K-10K),33,1,3.0303030303030303,2207.0
maharashtra,12,android,wifi,Very High (>10K),2,0,0.0,0.0
maharashtra,12,ios,3g,Small (<500),11,0,0.0,0.0
maharashtra,12,ios,3g,Medium (500-2K),9,0,0.0,0.0
maharashtra,12,ios,3g,High (2K-10K),6,0,0.0,0.0
maharashtra,12,ios,4g,Small (<500),130,0,0.0,0.0
maharashtra,12,ios,4g,Medium (500-2K),137,0,0.0,0.0
maharashtra,12,ios,4g,High (2K-10K),69,0,0.0,0.0
maharashtra,12,ios,4g,Very High (>10K),2,0,0.0,0.0
maharashtra,12,ios,5g,Small (<500),54,0,0.0,0.0
maharashtra,12,ios,5g,Medium (500-2K),47,0,0.0,0.0
maharashtra,12,ios,5g,High (2K-10K),20,0,0.0,0.0
maharashtra,12,ios,5g,Very High (>10K),1,0,0.0,0.0
maharashtra,12,ios,wifi,Small (<500),17,0,0.0,0.0
maharashtra,12,ios,wifi,Medium (500-2K),18,0,0.0,0.0
maharashtra,12,ios,wifi,High (2K-10K),8,0,0.0,0.0
maharashtra,12,web,3g,Small (<500),2,0,0.0,0.0
maharashtra,12,web,3g,Medium (500-2K),4,0,0.0,0.0
maharashtra,12,web,4g,Small (<500),45,0,0.0,0.0
maharashtra,12,web,4g,Medium (500-2K),24,0,0.0,0.0
maharashtra,12,web,4g,High (2K-10K),16,1,6.25,3841.0
maharashtra,12,web,4g,Very High (>10K),2,0,0.0,0.0
maharashtra,12,web,5g,Small (<500),22,0,0.0,0.0
maharashtra,12,web,5g,Medium (500-2K),13,0,0.0,0.0
maharashtra,12,web,5g,High (2K-10K),9,0,0.0,0.0
maharashtra,12,web,5g,Very High (>10K),1,0,0.0,0.0
maharashtra,12,web,wifi,Small (<500),7,0,0.0,0.0
maharashtra,12,web,wifi,Medium (500-2K),6,0,0.0,0.0
maharashtra,12,web,wifi,High (2K-10K),5,0,0.0,0.0
maharashtra,13,android,3g,Small (<500),42,0,0.0,0.0
maharashtra,13,android,3g,Medium (500-2K),36,0,0.0,0.0
maharashtra,13,android,3g,High (2K-10K),16,0,0.0,0.0
maharashtra,13,android,4g,Small (<500),444,0,0.0,0.0
maharashtra,13,android,4g,Medium (500-2K),372,0,0.0,0.0
maharashtra,13,android,4g,High (2K-10K),188,1,0.5319148936170213,2986.0
maharashtra,13,android,4g,Very High (>10K),5,0,0.0,0.0
maharashtra,13,android,5g,Small (<500),207,1,0.4830917874396135,426.0
maharashtra,13,android,5g,Medium (500-2K),153,0,0.0,0.0
maharashtra,13,android,5g,High (2K-10K),78,0,0.0,0.0
maharashtra,13,android,5g,Very High (>10K),2,0,0.0,0.0
maharashtra,13,android,wifi,Small (<500),75,0,0.0,0.0
maharashtra,13,android,wifi,Medium (500-2K),70,1,1.4285714285714286,1013.0
maharashtra,13,android,wifi,High (2K-10K),25,0,0.0,0.0
maharashtra,13,android,wifi,Very High (>10K),1,0,0.0,0.0
maharashtra,13,ios,3g,Small (<500),10,0,0.0,0.0
maharashtra,13,ios,3g,Medium (500-2K),9,0,0.0,0.0
maharashtra,13,ios,3g,High (2K-10K),2,0,0.0,0.0
maharashtra,13,ios,4g,Small (<500),90,0,0.0,0.0
maharashtra,13,ios,4g,Medium (500-2K),119,0,0.0,0.0
maharashtra,13,ios,4g,High (2K-10K),51,0,0.0,0.0
maharashtra,13,ios,5g,Small (<500),40,0,0.0,0.0
maharashtra,13,ios,5g,Medium (500-2K),49,0,0.0,0.0
maharashtra,13,ios,5g,High (2K-10K),17,0,0.0,0.0
maharashtra,13,ios,wifi,Small (<500),21,1,4.761904761904762,300.0
maharashtra,13,ios,wifi,Medium (500-2K),23,0,0.0,0.0
maharashtra,13,ios,wifi,High (2K-10K),8,0,0.0,0.0
maharashtra,13,web,3g,Small (<500),2,0,0.0,0.0
maharashtra,13,web,3g,Medium (500-2K),3,0,0.0,0.0
maharashtra,13,web,4g,Small (<500),33,0,0.0,0.0
maharashtra,13,web,4g,Medium (500-2K),30,0,0.0,0.0
maharashtra,13,web,4g,High (2K-10K),6,0,0.0,0.0
maharashtra,13,web,4g,Very High (>10K),1,0,0.0,0.0
maharashtra,13,web,5g,Small (<500),7,0,0.0,0.0
maharashtra,13,web,5g,Medium (500-2K),3,0,0.0,0.0
maharashtra,13,web,5g,High (2K-10K),11,0,0.0,0.0
maharashtra,13,web,wifi,Small (<500),7,0,0.0,0.0
maharashtra,13,web,wifi,Medium (500-2K),5,0,0.0,0.0
maharashtra,13,web,wifi,High (2K-10K),3,0,0.0,0.0
maharashtra,14,android,3g,Small (<500),29,0,0.0,0.0
maharashtra,14,android,3g,Medium (500-2K),29,0,0.0,0.0
maharashtra,14,android,3g,High (2K-10K),17,0,0.0,0.0
maharashtra,14,android,3g,Very High (>10K),2,0,0.0,0.0
maharashtra,14,android,4g,Small (<500),296,0,0.0,0.0
maharashtra,14,android,4g,Medium (500-2K),311,1,0.3215434083601286,1477.0
maharashtra,14,android,4g,High (2K-10K),130,0,0.0,0.0
maharashtra,14,android,4g,Very High (>10K),4,0,0.0,0.0
maharashtra,14,android,5g,Small (<500),127,0,0.0,0.0
maharashtra,14,android,5g,Medium (500-2K),107,0,0.0,0.0
maharashtra,14,android,5g,High (2K-10K),57,0,0.0,0.0
maharashtra,14,android,5g,Very High (>10K),2,0,0.0,0.0
maharashtra,14,android,wifi,Small (<500),45,0,0.0,0.0
maharashtra,14,android,wifi,Medium (500-2K),55,0,0.0,0.0
maharashtra,14,android,wifi,High (2K-10K),23,0,0.0,0.0
maharashtra,14,android,wifi,Very High (>10K),2,0,0.0,0.0
maharashtra,14,ios,3g,Small (<500),5,0,0.0,0.0
maharashtra,14,ios,3g,Medium (500-2K),9,0,0.0,0.0
maharashtra,14,ios,3g,High (2K-10K),1,0,0.0,0.0
maharashtra,14,ios,4g,Small (<500),100,0,0.0,0.0
maharashtra,14,ios,4g,Medium (500-2K),86,0,0.0,0.0
maharashtra,14,ios,4g,High (2K-10K),43,0,0.0,0.0
maharashtra,14,ios,5g,Small (<500),38,1,2.631578947368421,400.0
maharashtra,14,ios,5g,Medium (500-2K),34,0,0.0,0.0
maharashtra,14,ios,5g,High (2K-10K),23,0,0.0,0.0
maharashtra,14,ios,wifi,Small (<500),13,0,0.0,0.0
maharashtra,14,ios,wifi,Medium (500-2K),8,0,0.0,0.0
maharashtra,14,ios,wifi,High (2K-10K),7,0,0.0,0.0
maharashtra,14,web,4g,Small (<500),29,0,0.0,0.0
maharashtra,14,web,4g,Medium (500-2K),21,0,0.0,0.0
maharashtra,14,web,4g,High (2K-10K),11,0,0.0,0.0
maharashtra,14,web,4g,Very High (>10K),1,0,0.0,0.0
maharashtra,14,web,5g,Small (<500),6,0,0.0,0.0
maharashtra,14,web,5g,Medium (500-2K),7,0,0.0,0.0
maharashtra,14,web,5g,High (2K-10K),4,0,0.0,0.0
maharashtra,14,web,wifi,Small (<500),6,0,0.0,0.0
maharashtra,14,web,wifi,Medium (500-2K),4,0,0.0,0.0
maharashtra,14,web,wifi,High (2K-10K),1,0,0.0,0.0
maharashtra,15,android,3g,Small (<500),37,0,0.0,0.0
maharashtra,15,android,3g,Medium (500-2K),37,0,0.0,0.0
maharashtra,15,android,3g,High (2K-10K),16,0,0.0,0.0
maharashtra,15,android,4g,Small (<500),344,3,0.872093023255814,376.3333333333333
maharashtra,15,android,4g,Medium (500-2K),337,0,0.0,0.0
maharashtra,15,android,4g,High (2K-10K),189,2,1.0582010582010581,4318.5
maharashtra,15,android,4g,Very High (>10K),6,0,0.0,0.0
maharashtra,15,android,5g,Small (<500),150,1,0.6666666666666667,346.0
maharashtra,15,android,5g,Medium (500-2K),137,0,0.0,0.0
maharashtra,15,android,5g,High (2K-10K),73,0,0.0,0.0
maharashtra,15,android,5g,Very High (>10K),4,0,0.0,0.0
maharashtra,15,android,wifi,Small (<500),57,0,0.0,0.0
maharashtra,15,android,wifi,Medium (500-2K),55,0,0.0,0.0
maharashtra,15,android,wifi,High (2K-10K),31,0,0.0,0.0
maharashtra,15,ios,3g,Small (<500),6,0,0.0,0.0
maharashtra,15,ios,3g,Medium (500-2K),3,0,0.0,0.0
maharashtra,15,ios,3g,High (2K-10K),3,0,0.0,0.0
maharashtra,15,ios,4g,Small (<500),98,0,0.0,0.0
maharashtra,15,ios,4g,Medium (500-2K),78,0,0.0,0.0
maharashtra,15,ios,4g,High (2K-10K),34,1,2.941176470588235,4410.0
maharashtra,15,ios,4g,Very High (>10K),2,0,0.0,0.0
maharashtra,15,ios,5g,Small (<500),45,0,0.0,0.0
maharashtra,15,ios,5g,Medium (500-2K),43,1,2.3255813953488373,826.0
maharashtra,15,ios,5g,High (2K-10K),28,0,0.0,0.0
maharashtra,15,ios,wifi,Small (<500),12,0,0.0,0.0
maharashtra,15,ios,wifi,Medium (500-2K),10,0,0.0,0.0
maharashtra,15,ios,wifi,High (2K-10K),6,0,0.0,0.0
maharashtra,15,web,3g,Small (<500),2,0,0.0,0.0
maharashtra,15,web,3g,Medium (500-2K),4,0,0.0,0.0
maharashtra,15,web,4g,Small (<500),32,0,0.0,0.0
maharashtra,15,web,4g,Medium (500-2K),19,0,0.0,0.0
maharashtra,15,web,4g,High (2K-10K),10,0,0.0,0.0
maharashtra,15,web,5g,Small (<500),12,0,0.0,0.0
maharashtra,15,web,5g,Medium (500-2K),9,0,0.0,0.0
maharashtra,15,web,5g,High (2K-10K),7,0,0.0,0.0
maharashtra,15,web,wifi,Small (<500),4,0,0.0,0.0
maharashtra,15,web,wifi,Medium (500-2K),6,0,0.0,0.0
maharashtra,15,web,wifi,High (2K-10K),2,0,0.0,0.0
maharashtra,15,web,wifi,Very High (>10K),1,0,0.0,0.0
maharashtra,16,android,3g,Small (<500),33,1,3.0303030303030303,378.0
maharashtra,16,android,3g,Medium (500-2K),34,0,0.0,0.0
maharashtra,16,android,3g,High (2K-10K),12,0,0.0,0.0
maharashtra,16,android,4g,Small (<500),379,1,0.2638522427440633,169.0
maharashtra,16,android,4g,Medium (500-2K),356,0,0.0,0.0
maharashtra,16,android,4g,High (2K-10K),176,2,1.1363636363636365,4902.5
maharashtra,16,android,4g,Very High (>10K),4,0,0.0,0.0
maharashtra,16,android,5g,Small (<500),193,0,0.0,0.0
maharashtra,16,android,5g,Medium (500-2K),145,1,0.6896551724137931,624.0
maharashtra,16,android,5g,High (2K-10K),68,0,0.0,0.0
maharashtra,16,android,5g,Very High (>10K),1,0,0.0,0.0
maharashtra,16,android,wifi,Small (<500),79,0,0.0,0.0
maharashtra,16,android,wifi,Medium (500-2K),46,1,2.1739130434782608,1027.0
maharashtra,16,android,wifi,High (2K-10K),27,0,0.0,0.0
maharashtra,16,ios,3g,Small (<500),8,0,0.0,0.0
maharashtra,16,ios,3g,Medium (500-2K),4,0,0.0,0.0
maharashtra,16,ios,3g,High (2K-10K),1,0,0.0,0.0
maharashtra,16,ios,4g,Small (<500),96,0,0.0,0.0
maharashtra,16,ios,4g,Medium (500-2K),96,0,0.0,0.0
maharashtra,16,ios,4g,High (2K-10K),48,0,0.0,0.0
maharashtra,16,ios,5g,Small (<500),47,0,0.0,0.0
maharashtra,16,ios,5g,Medium (500-2K),45,0,0.0,0.0
maharashtra,16,ios,5g,High (2K-10K),11,0,0.0,0.0
maharashtra,16,ios,wifi,Small (<500),26,0,0.0,0.0
maharashtra,16,ios,wifi,Medium (500-2K),21,0,0.0,0.0
maharashtra,16,ios,wifi,High (2K-10K),10,0,0.0,0.0
maharashtra,16,ios,wifi,Very High (>10K),1,0,0.0,0.0
maharashtra,16,web,3g,Small (<500),1,0,0.0,0.0
maharashtra,16,web,3g,Medium (500-2K),4,0,0.0,0.0
maharashtra,16,web,3g,High (2K-10K),3,0,0.0,0.0
maharashtra,16,web,4g,Small (<500),34,0,0.0,0.0
maharashtra,16,web,4g,Medium (500-2K),30,0,0.0,0.0
maharashtra,16,web,4g,High (2K-10K),10,0,0.0,0.0
maharashtra,16,web,4g,Very High (>10K),2,0,0.0,0.0
maharashtra,16,web,5g,Small (<500),13,0,0.0,0.0
maharashtra,16,web,5g,Medium (500-2K),8,0,0.0,0.0
maharashtra,16,web,5g,High (2K-10K),3,0,0.0,0.0
maharashtra,16,web,wifi,Small (<500),3,0,0.0,0.0
maharashtra,16,web,wifi,Medium (500-2K),4,0,0.0,0.0
maharashtra,17,android,3g,Small (<500),49,0,0.0,0.0
maharashtra,17,android,3g,Medium (500-2K),42,0,0.0,0.0
maharashtra,17,android,3g,High (2K-10K),26,0,0.0,0.0
maharashtra,17,android,4g,Small (<500),545,2,0.3669724770642202,410.5
maharashtra,17,android,4g,Medium (500-2K),395,1,0.25316455696202533,918.0
maharashtra,17,android,4g,High (2K-10K),267,0,0.0,0.0
maharashtra,17,android,4g,Very High (>10K),12,0,0.0,0.0
maharashtra,17,android,5g,Small (<500),232,0,0.0,0.0
maharashtra,17,android,5g,Medium (500-2K),208,1,0.4807692307692308,1820.0
maharashtra,17,android,5g,High (2K-10K),102,0,0.0,0.0
maharashtra,17,android,5g,Very High (>10K),5,0,0.0,0.0
maharashtra,17,android,wifi,Small (<500),79,0,0.0,0.0
maharashtra,17,android,wifi,Medium (500-2K),85,0,0.0,0.0
maharashtra,17,android,wifi,High (2K-10K),38,0,0.0,0.0
maharashtra,17,ios,3g,Small (<500),6,0,0.0,0.0
maharashtra,17,ios,3g,Medium (500-2K),6,0,0.0,0.0
maharashtra,17,ios,3g,High (2K-10K),5,0,0.0,0.0
maharashtra,17,ios,4g,Small (<500),144,0,0.0,0.0
maharashtra,17,ios,4g,Medium (500-2K),123,1,0.8130081300813009,1857.0
maharashtra,17,ios,4g,High (2K-10K),68,0,0.0,0.0
maharashtra,17,ios,4g,Very High (>10K),2,0,0.0,0.0
maharashtra,17,ios,5g,Small (<500),51,0,0.0,0.0
maharashtra,17,ios,5g,Medium (500-2K),51,1,1.9607843137254901,510.0
maharashtra,17,ios,5g,High (2K-10K),21,0,0.0,0.0
maharashtra,17,ios,5g,Very High (>10K),3,0,0.0,0.0
maharashtra,17,ios,wifi,Small (<500),21,0,0.0,0.0
maharashtra,17,ios,wifi,Medium (500-2K),19,0,0.0,0.0
maharashtra,17,ios,wifi,High (2K-10K),9,0,0.0,0.0
maharashtra,17,web,3g,Small (<500),3,0,0.0,0.0
maharashtra,17,web,3g,Medium (500-2K),3,0,0.0,0.0
maharashtra,17,web,3g,High (2K-10K),2,0,0.0,0.0
maharashtra,17,web,4g,Small (<500),33,0,0.0,0.0
maharashtra,17,web,4g,Medium (500-2K),35,0,0.0,0.0
maharashtra,17,web,4g,High (2K-10K),12,0,0.0,0.0
maharashtra,17,web,5g,Small (<500),14,0,0.0,0.0
maharashtra,17,web,5g,Medium (500-2K),18,0,0.0,0.0
maharashtra,17,web,5g,High (2K-10K),6,0,0.0,0.0
maharashtra,17,web,wifi,Small (<500),8,0,0.0,0.0
maharashtra,17,web,wifi,Medium (500-2K),4,0,0.0,0.0
maharashtra,17,web,wifi,High (2K-10K),4,0,0.0,0.0
maharashtra,18,android,3g,Small (<500),55,0,0.0,0.0
maharashtra,18,android,3g,Medium (500-2K),46,0,0.0,0.0
maharashtra,18,android,3g,High (2K-10K),22,0,0.0,0.0
maharashtra,18,android,3g,Very High (>10K),1,0,0.0,0.0
maharashtra,18,android,4g,Small (<500),515,0,0.0,0.0
maharashtra,18,android,4g,Medium (500-2K),511,0,0.0,0.0
maharashtra,18,android,4g,High (2K-10K),237,0,0.0,0.0
maharashtra,18,android,4g,Very High (>10K),16,0,0.0,0.0
maharashtra,18,android,5g,Small (<500),218,1,0.45871559633027525,115.0
maharashtra,18,android,5g,Medium (500-2K),200,0,0.0,0.0
maharashtra,18,android,5g,High (2K-10K),126,0,0.0,0.0
maharashtra,18,android,5g,Very High (>10K),5,0,0.0,0.0
maharashtra,18,android,wifi,Small (<500),106,1,0.9433962264150944,204.0
maharashtra,18,android,wifi,Medium (500-2K),90,1,1.1111111111111112,619.0
maharashtra,18,android,wifi,High (2K-10K),50,0,0.0,0.0
maharashtra,18,android,wifi,Very High (>10K),2,0,0.0,0.0
maharashtra,18,ios,3g,Small (<500),8,1,12.5,90.0
maharashtra,18,ios,3g,Medium (500-2K),15,0,0.0,0.0
maharashtra,18,ios,3g,High (2K-10K),2,0,0.0,0.0
maharashtra,18,ios,3g,Very High (>10K),1,0,0.0,0.0
maharashtra,18,ios,4g,Small (<500),153,0,0.0,0.0
maharashtra,18,ios,4g,Medium (500-2K),148,0,0.0,0.0
maharashtra,18,ios,4g,High (2K-10K),66,0,0.0,0.0
maharashtra,18,ios,4g,Very High (>10K),7,0,0.0,0.0
maharashtra,18,ios,5g,Small (<500),50,0,0.0,0.0
maharashtra,18,ios,5g,Medium (500-2K),50,0,0.0,0.0
maharashtra,18,ios,5g,High (2K-10K),28,0,0.0,0.0
maharashtra,18,ios,5g,Very High (>10K),1,0,0.0,0.0
maharashtra,18,ios,wifi,Small (<500),24,0,0.0,0.0
maharashtra,18,ios,wifi,Medium (500-2K),23,0,0.0,0.0
maharashtra,18,ios,wifi,High (2K-10K),16,0,0.0,0.0
maharashtra,18,web,3g,Small (<500),7,0,0.0,0.0
maharashtra,18,web,3g,Medium (500-2K),2,0,0.0,0.0
maharashtra,18,web,3g,High (2K-10K),3,0,0.0,0.0
maharashtra,18,web,3g,Very High (>10K),1,0,0.0,0.0
maharashtra,18,web,4g,Small (<500),34,0,0.0,0.0
maharashtra,18,web,4g,Medium (500-2K),42,0,0.0,0.0
maharashtra,18,web,4g,High (2K-10K),16,0,0.0,0.0
maharashtra,18,web,5g,Small (<500),23,0,0.0,0.0
maharashtra,18,web,5g,Medium (500-2K),11,0,0.0,0.0
maharashtra,18,web,5g,High (2K-10K),8,0,0.0,0.0
maharashtra,18,web,wifi,Small (<500),5,0,0.0,0.0
maharashtra,18,web,wifi,Medium (500-2K),6,0,0.0,0.0
maharashtra,18,web,wifi,High (2K-10K),2,0,0.0,0.0
maharashtra,19,android,3g,Small (<500),52,0,0.0,0.0
maharashtra,19,android,3g,Medium (500-2K),53,0,0.0,0.0
maharashtra,19,android,3g,High (2K-10K),23,0,0.0,0.0
maharashtra,19,android,4g,Small (<500),578,0,0.0,0.0
maharashtra,19,android,4g,Medium (500-2K),548,0,0.0,0.0
maharashtra,19,android,4g,High (2K-10K),291,0,0.0,0.0
maharashtra,19,android,4g,Very High (>10K),19,0,0.0,0.0
maharashtra,19,android,5g,Small (<500),276,1,0.36231884057971014,199.0
maharashtra,19,android,5g,Medium (500-2K),231,1,0.4329004329004329,1101.0
maharashtra,19,android,5g,High (2K-10K),112,0,0.0,0.0
maharashtra,19,android,5g,Very High (>10K),6,0,0.0,0.0
maharashtra,19,android,wifi,Small (<500),92,0,0.0,0.0
maharashtra,19,android,wifi,Medium (500-2K),97,1,1.0309278350515463,859.0
maharashtra,19,android,wifi,High (2K-10K),44,0,0.0,0.0
maharashtra,19,android,wifi,Very High (>10K),1,0,0.0,0.0
maharashtra,19,ios,3g,Small (<500),6,0,0.0,0.0
maharashtra,19,ios,3g,Medium (500-2K),10,0,0.0,0.0
maharashtra,19,ios,3g,High (2K-10K),8,0,0.0,0.0
maharashtra,19,ios,4g,Small (<500),157,0,0.0,0.0
maharashtra,19,ios,4g,Medium (500-2K),150,0,0.0,0.0
maharashtra,19,ios,4g,High (2K-10K),79,0,0.0,0.0
maharashtra,19,ios,4g,Very High (>10K),5,0,0.0,0.0
maharashtra,19,ios,5g,Small (<500),71,0,0.0,0.0
maharashtra,19,ios,5g,Medium (500-2K),57,0,0.0,0.0
maharashtra,19,ios,5g,High (2K-10K),28,0,0.0,0.0
maharashtra,19,ios,5g,Very High (>10K),1,0,0.0,0.0
maharashtra,19,ios,wifi,Small (<500),27,0,0.0,0.0
maharashtra,19,ios,wifi,Medium (500-2K),21,0,0.0,0.0
maharashtra,19,ios,wifi,High (2K-10K),8,0,0.0,0.0
maharashtra,19,web,3g,Small (<500),7,0,0.0,0.0
maharashtra,19,web,3g,High (2K-10K),2,0,0.0,0.0
maharashtra,19,web,4g,Small (<500),39,0,0.0,0.0
maharashtra,19,web,4g,Medium (500-2K),40,0,0.0,0.0
maharashtra,19,web,4g,High (2K-10K),14,0,0.0,0.0
maharashtra,19,web,5g,Small (<500),20,0,0.0,0.0
maharashtra,19,web,5g,Medium (500-2K),14,0,0.0,0.0
maharashtra,19,web,5g,High (2K-10K),6,0,0.0,0.0
maharashtra,19,web,wifi,Small (<500),8,0,0.0,0.0
maharashtra,19,web,wifi,Medium (500-2K),8,0,0.0,0.0
maharashtra,19,web,wifi,High (2K-10K),7,0,0.0,0.0
maharashtra,20,android,3g,Small (<500),37,0,0.0,0.0
maharashtra,20,android,3g,Medium (500-2K),41,1,2.4390243902439024,1390.0
maharashtra,20,android,3g,High (2K-10K),15,0,0.0,0.0
maharashtra,20,android,4g,Small (<500),515,0,0.0,0.0
maharashtra,20,android,4g,Medium (500-2K),449,1,0.22271714922048996,773.0
maharashtra,20,android,4g,High (2K-10K),232,1,0.43103448275862066,4958.0
maharashtra,20,android,4g,Very High (>10K),5,0,0.0,0.0
maharashtra,20,android,5g,Small (<500),206,0,0.0,0.0
maharashtra,20,android,5g,Medium (500-2K),160,1,0.625,1104.0
maharashtra,20,android,5g,High (2K-10K),78,0,0.0,0.0
maharashtra,20,android,5g,Very High (>10K),4,0,0.0,0.0
maharashtra,20,android,wifi,Small (<500),80,0,0.0,0.0
maharashtra,20,android,wifi,Medium (500-2K),90,0,0.0,0.0
maharashtra,20,android,wifi,High (2K-10K),29,0,0.0,0.0
maharashtra,20,android,wifi,Very High (>10K),1,0,0.0,0.0
maharashtra,20,ios,3g,Small (<500),10,0,0.0,0.0
maharashtra,20,ios,3g,Medium (500-2K),6,0,0.0,0.0
maharashtra,20,ios,3g,High (2K-10K),5,0,0.0,0.0
maharashtra,20,ios,4g,Small (<500),147,1,0.6802721088435374,498.0
maharashtra,20,ios,4g,Medium (500-2K),124,0,0.0,0.0
maharashtra,20,ios,4g,High (2K-10K),64,0,0.0,0.0
maharashtra,20,ios,4g,Very High (>10K),3,0,0.0,0.0
maharashtra,20,ios,5g,Small (<500),55,0,0.0,0.0
maharashtra,20,ios,5g,Medium (500-2K),60,0,0.0,0.0
maharashtra,20,ios,5g,High (2K-10K),22,0,0.0,0.0
maharashtra,20,ios,5g,Very High (>10K),2,0,0.0,0.0
maharashtra,20,ios,wifi,Small (<500),22,0,0.0,0.0
maharashtra,20,ios,wifi,Medium (500-2K),18,0,0.0,0.0
maharashtra,20,ios,wifi,High (2K-10K),12,0,0.0,0.0
maharashtra,20,web,3g,Small (<500),2,0,0.0,0.0
maharashtra,20,web,3g,Medium (500-2K),2,0,0.0,0.0
maharashtra,20,web,3g,High (2K-10K),1,0,0.0,0.0
maharashtra,20,web,4g,Small (<500),35,0,0.0,0.0
maharashtra,20,web,4g,Medium (500-2K),17,0,0.0,0.0
maharashtra,20,web,4g,High (2K-10K),12,0,0.0,0.0
maharashtra,20,web,5g,Small (<500),17,0,0.0,0.0
maharashtra,20,web,5g,Medium (500-2K),15,0,0.0,0.0
maharashtra,20,web,5g,High (2K-10K),5,0,0.0,0.0
maharashtra,20,web,wifi,Small (<500),4,0,0.0,0.0
maharashtra,20,web,wifi,Medium (500-2K),5,0,0.0,0.0
maharashtra,20,web,wifi,High (2K-10K),3,0,0.0,0.0
maharashtra,21,android,3g,Small (<500),41,0,0.0,0.0
maharashtra,21,android,3g,Medium (500-2K),36,0,0.0,0.0
maharashtra,21,android,3g,High (2K-10K),15,0,0.0,0.0
maharashtra,21,android,3g,Very High (>10K),1,0,0.0,0.0
maharashtra,21,android,4g,Small (<500),463,2,0.4319654427645789,320.5
maharashtra,21,android,4g,Medium (500-2K),409,2,0.4889975550122249,1166.0
maharashtra,21,android,4g,High (2K-10K),208,1,0.4807692307692308,3347.0
maharashtra,21,android,4g,Very High (>10K),9,0,0.0,0.0
maharashtra,21,android,5g,Small (<500),207,1,0.4830917874396135,351.0
maharashtra,21,android,5g,Medium (500-2K),172,1,0.5813953488372093,1381.0
maharashtra,21,android,5g,High (2K-10K),91,1,1.098901098901099,4896.0
maharashtra,21,android,5g,Very High (>10K),2,0,0.0,0.0
maharashtra,21,android,wifi,Small (<500),73,1,1.36986301369863,286.0
maharashtra,21,android,wifi,Medium (500-2K),75,0,0.0,0.0
maharashtra,21,android,wifi,High (2K-10K),37,0,0.0,0.0
maharashtra,21,android,wifi,Very High (>10K),2,0,0.0,0.0
maharashtra,21,ios,3g,Small (<500),6,0,0.0,0.0
maharashtra,21,ios,3g,Medium (500-2K),10,0,0.0,0.0
maharashtra,21,ios,3g,High (2K-10K),3,0,0.0,0.0
maharashtra,21,ios,3g,Very High (>10K),1,0,0.0,0.0
maharashtra,21,ios,4g,Small (<500),134,0,0.0,0.0
maharashtra,21,ios,4g,Medium (500-2K),117,0,0.0,0.0
maharashtra,21,ios,4g,High (2K-10K),59,0,0.0,0.0
maharashtra,21,ios,4g,Very High (>10K),3,0,0.0,0.0
maharashtra,21,ios,5g,Small (<500),46,0,0.0,0.0
maharashtra,21,ios,5g,Medium (500-2K),42,0,0.0,0.0
maharashtra,21,ios,5g,High (2K-10K),25,0,0.0,0.0
maharashtra,21,ios,wifi,Small (<500),26,0,0.0,0.0
maharashtra,21,ios,wifi,Medium (500-2K),27,0,0.0,0.0
maharashtra,21,ios,wifi,High (2K-10K),5,0,0.0,0.0
maharashtra,21,web,3g,Small (<500),3,0,0.0,0.0
maharashtra,21,web,3g,Medium (500-2K),5,0,0.0,0.0
maharashtra,21,web,4g,Small (<500),22,1,4.545454545454546,402.0
maharashtra,21,web,4g,Medium (500-2K),40,0,0.0,0.0
maharashtra,21,web,4g,High (2K-10K),8,0,0.0,0.0
maharashtra,21,web,5g,Small (<500),17,0,0.0,0.0
maharashtra,21,web,5g,Medium (500-2K),14,0,0.0,0.0
maharashtra,21,web,wifi,Small (<500),10,0,0.0,0.0
